simulation,wins,losses,actual_win_rate,final_capital,total_return,max_drawdown,max_losing_streak,profitable
146,432,368,0.54,13944.993348534194,0.39449933485341937,-0.20405512577795726,8,True
147,418,382,0.5225,9931.453482406292,-0.006854651759370833,-0.214631247247686,9,False
148,414,386,0.5175,9013.572493740421,-0.09864275062595784,-0.37770343018011676,8,False
149,453,347,0.56625,23202.060745339244,1.3202060745339246,-0.2887384456360722,7,True
150,423,377,0.52875,11211.342848728722,0.12113428487287226,-0.24455259995434575,12,True
151,431,369,0.53875,13610.978477727727,0.36109784777277265,-0.33761581249621453,7,True
152,414,386,0.5175,9013.572493740416,-0.0986427506259584,-0.32070066994725577,7,False
153,414,386,0.5175,9013.572493740412,-0.09864275062595884,-0.38902009462670184,8,False
154,407,393,0.50875,7606.663536564682,-0.23933364634353183,-0.38266667409202415,7,False
155,426,374,0.5325,12057.146180032621,0.20571461800326207,-0.20168428750540202,8,True
156,424,376,0.53,11486.470403982234,0.1486470403982234,-0.2806171842441094,7,True
157,440,360,0.55,16929.729729965165,0.6929729729965166,-0.21647642227282227,11,True
158,431,369,0.53875,13610.978477727711,0.3610978477727711,-0.2687580157678451,8,True
159,432,368,0.54,13944.993348534175,0.3944993348534176,-0.37669725800354736,8,True
160,415,385,0.51875,9234.766528903145,-0.07652334710968556,-0.3961637449328851,10,False
161,424,376,0.53,11486.47040398225,0.14864704039822496,-0.3767104992440765,7,True
162,426,374,0.5325,12057.146180032656,0.20571461800326563,-0.3001784994463462,9,True
163,428,372,0.535,12656.174516087673,0.26561745160876726,-0.24607944597229037,9,True
164,430,370,0.5375,13284.964036260337,0.3284964036260336,-0.1494979274515893,7,True
165,412,388,0.515,8586.951848933923,-0.14130481510660775,-0.35772908761889344,8,False
166,417,383,0.52125,9693.57218200428,-0.030642781799572028,-0.36997232961183135,12,False
167,438,362,0.5475,16128.430109996063,0.6128430109996064,-0.17338130707272303,6,True
168,427,373,0.53375,12353.02983969816,0.23530298396981597,-0.35604159872929997,7,True
169,407,393,0.50875,7606.6635365646825,-0.23933364634353171,-0.35486208639032324,8,False
170,422,378,0.5275,10942.805235293508,0.0942805235293509,-0.24903299301183768,11,True
171,419,381,0.52375,10175.172415418703,0.017517241541870288,-0.3469123969146003,9,True
172,435,365,0.54375,14997.028059125383,0.49970280591253835,-0.29085075044041453,8,True
173,413,387,0.51625,8797.676567743558,-0.12023234322564424,-0.375095420501412,10,False
